City_Name,Year_T,Unempl_Rate,Prop_in_Sec_Ind,Pop_Density,GRP,GRP_Growth,Prop_of_Sci_Exp,Prop_of_Edu_Exp,Num_of_School,Avg_Income,Net_Flow_T+1
Huzhou,2013,0.013,0.66,450.7,18031501,0.083,0.036,0.248,3,51637.08,0.0011
Jiaxing,2013,0.019,0.665,883.6,31476636,0.089,0.04,0.233,6,53965.71,0.0026
Wenzhou,2013,0.009,0.597,685.03,40038617,0.091,0.023,0.266,8,55665.03,0.0016
Ningbo,2013,0.02,0.654,591.02,71288672,0.083,0.04,0.158,14,63151.46,0.0023
Hangzhou,2013,0.01,0.543,425.77,83435193,0.069,0.054,0.19,38,65053.3,0.0049
Suqian,2013,0.01,0.706,671.18,17062756,0.121,0.03,0.219,2,43244.86,-0.0064
Taizhou,2013,0.01,0.754,877.48,30069100,0.113,0.022,0.166,7,46791.99,0.0002
Yangzhou,2013,0.014,0.749,697.68,32520078,0.109,0.033,0.179,7,52658.51,0.0014
Yancheng,2013,0.011,0.629,485.37,34755000,0.114,0.036,0.188,5,44271.89,-0.0005
Bozhou,2013,0.012,0.327,755.82,7910950,0.105,0.007,0.184,2,52395.83,-0.0042
Taizhou,2013,0.014,0.695,631.22,31533369,0.083,0.027,0.236,4,50595.4,0.0009
Chizhou,2013,0.061,0.378,195.73,4622452,0.107,0.014,0.146,3,41999.33,-0.0115
Linyi,2013,0.011,0.503,634.3,33368100,0.108,0.012,0.237,3,41897.04,-0.0069
Shangrao,2013,0.035,0.465,333.32,14013134,0.107,0.008,0.233,3,40937.15,-0.0022
Jinan,2013,0.012,0.483,749.97,52301948,0.089,0.021,0.171,69,55642.35,0.003
Qingdao,2013,0.019,0.589,685.76,80066000,0.097,0.026,0.17,22,55364.92,0.0089
Zibo,2013,0.021,0.696,712.96,38012400,0.069,0.029,0.234,8,47184.49,-0.0006
Zaozhuang,2013,0.016,0.621,867.76,18306300,0.075,0.009,0.185,3,42496.29,0.0058
Dongying,2013,0.015,0.659,226.85,32502000,0.083,0.022,0.19,4,56811.56,0.0018
Fuzhou,2013,0.02,0.536,223.19,9406413,0.14,0.011,0.209,4,40311.67,0.006
Yantai,2013,0.027,0.576,470.09,56138700,0.063,0.027,0.188,10,48088.78,-0.0044
Jining,2013,0.023,0.592,749.53,35015400,0.098,0.018,0.223,7,46490.64,-0.0031
Tai'an,2013,0.017,0.642,719.92,27907000,0.096,0.015,0.199,8,44829.22,-0.0014
Weihai,2013,0.009,0.658,438.56,25496900,0.091,0.033,0.208,8,43674.5,-0.0015
Rizhao,2013,0.027,0.569,541.39,15001600,0.109,0.011,0.203,2,43944.92,0.0008
Laiwu,2013,0.013,0.677,563.31,6534800,0.035,0.026,0.235,3,47479.41,0.0048
Nantong,2013,0.013,0.801,958.02,50388916,0.105,0.033,0.23,8,58653.3,0.0005
Weifang,2013,0.026,0.52,546.91,44207000,0.102,0.031,0.267,13,46097.3,-0.0016
Xuancheng,2013,0.011,0.204,225.01,8428049,0.113,0.033,0.154,2,56664.58,-0.001
Yichun,2013,0.036,0.521,309.65,13870708,0.112,0.012,0.2,2,37752.78,-0.0042
Ganzhou,2013,0.032,0.447,235.79,16733140,0.109,0.009,0.211,9,40923.8,0.0033
Putian,2013,0.01,0.735,808.93,13428623,0.117,0.018,0.298,2,43864.63,-0.002
Sanming,2013,0.015,0.391,121.25,14775868,0.103,0.018,0.21,3,47378.32,0.013
Quanzhou,2013,0.007,0.798,638.68,52180021,0.104,0.022,0.218,17,44896.45,0.0078
Zhangzhou,2013,0.012,0.589,389.88,22360244,0.108,0.015,0.182,7,46748.43,0.0057
Nanping,2013,0.031,0.351,120.26,11058215,0.109,0.01,0.182,4,44931.28,-0.0003
Ji'an,2013,0.026,0.474,201.37,11239013,0.117,0.019,0.217,1,39300.85,0.0086
Longyan,2013,0.024,0.464,158.71,14798988,0.077,0.018,0.2,2,44775.28,0.004
Nanchang,2013,0.006,0.613,689.11,33360265,0.112,0.013,0.175,43,46744.1,-0.0074
Jingdezhen,2013,0.047,0.498,316.06,6802847,0.083,0.008,0.146,3,37323.55,0.0043
Pingxiang,2013,0.025,0.579,505.25,7983294,0.089,0.016,0.16,3,38416.32,0.0087
Jiujiang,2013,0.009,0.498,266.32,16017317,0.128,0.011,0.192,7,39517.68,-0.0019
Xinyu,2013,0.038,0.621,382.22,8450692,0.018,0.016,0.145,5,42640.85,-0.0034
Yingtan,2013,0.036,0.57,350.17,5534700,0.148,0.018,0.143,1,41304.9,0.0022
Ningde,2013,0.012,0.472,258.09,12387205,0.149,0.009,0.19,2,47019.49,0.0016
Suzhou,2013,0.007,0.742,770.31,130157000,0.084,0.063,0.162,25,60531.68,0.0047
Tianjin,2013,0.043,0.547,842.47,143701600,0.115,0.036,0.181,55,68863.49,0.006
Xuzhou,2013,0.016,0.612,894.26,44358243,0.104,0.024,0.204,11,47014.91,0.0023
Shenyang,2013,0.028,0.464,560.18,71585745,0.084,0.032,0.149,46,52461.42,0.0027
Erdos,2013,0.032,0.517,17.79,39558982,0.082,0.008,0.113,2,68635.59,-0.0002
Tongliao,2013,0.035,0.309,53.95,17818000,0.053,0.007,0.141,3,42921.6,-0.0092
Chifeng,2013,0.04,0.367,51.58,16861549,0.074,0.004,0.211,4,51274.63,-0.0016
Wuhai,2013,0.035,0.619,315.34,5701293,0.013,0.027,0.095,1,53198.49,-0.0031
Baotou,2013,0.035,0.581,81.04,35030200,0.027,0.013,0.122,5,53095.35,-0.0109
Hohhot,2013,0.033,0.269,136.13,27103900,0.095,0.011,0.127,23,48797.29,0.0074
Linfen,2013,0.026,0.364,210.71,12239045,0.002,0.006,0.165,4,37572.53,-0.0069
Xinzhou,2013,0.02,0.308,124,6547321,0.054,0.008,0.213,4,38303.75,-0.0016
Yuncheng,2013,0.034,0.313,368.37,11401151,0.067,0.008,0.227,7,34406.39,-0.0003
Jinzhong,2013,0.017,0.478,201.62,10222281,0.036,0.008,0.21,16,46371.83,-0.0083
Shuozhou,2013,0.016,0.478,163.41,10264012,0.019,0.009,0.176,1,47172.42,-0.0001
Jincheng,2013,0.009,0.627,232.69,10319143,0.019,0.014,0.198,2,54881.84,-0.0122
Changzhi,2013,0.017,0.554,243.66,13337207,0.004,0.012,0.168,6,44601.95,-0.0073
Yangquan,2013,0.021,0.668,290.46,6118094,0.016,0.011,0.219,2,48494.21,-0.0003
Beijing,2013,0.005,0.219,802.11,195005600,0.091,0.056,0.163,89,93996.77,0.0056
Shijiazhuang,2013,0.036,0.365,632.98,48636583,0.081,0.015,0.222,49,43653.04,0.006
Tangshan,2013,0.042,0.515,537.57,61212139,0.044,0.018,0.196,8,48270.06,0.0125
Qinhuangdao,2013,0.07,0.385,375.19,11687549,0.026,0.007,0.167,13,48308.3,0.0005
Xingtai,2013,0.021,0.439,613.58,16045756,0.047,0.005,0.211,4,39707.41,0.0007
Dalian,2013,0.027,0.559,470.38,76507861,0.093,0.043,0.113,30,59062.74,-0.0007
Baoding,2013,0.032,0.538,556.89,29043115,0.067,0.005,0.17,16,39678.67,0.0179
Chengde,2013,0.038,0.352,95.17,12720917,0.076,0.008,0.202,5,42323.1,0.0007
Cangzhou,2013,0.026,0.376,536.77,30129850,0.071,0.006,0.2,7,43475.67,0.0046
Hengshui,2013,0.034,0.357,507.08,10702335,0.059,0.004,0.184,2,36685.95,-0.0042
Taiyuan,2013,0.03,0.536,526.66,24128724,0.044,0.035,0.172,44,51036.12,-0.0047
Datong,2013,0.071,0.509,238.9,9674311,0.039,0.005,0.171,1,51577.39,-0.0051
Zhangjiakou,2013,0.088,0.325,126.61,13169971,0.068,0.005,0.168,4,36290.59,-0.0027
Changzhou,2013,0.013,0.631,836.94,43609347,0.099,0.053,0.159,10,73034.51,0.0039
Anshan,2013,0.027,0.534,377.9,26232539,0.08,0.008,0.095,3,40260.57,-0.0032
Benxi,2013,0.06,0.539,181.07,11936598,0.073,0.016,0.139,3,41278.25,-0.0005
Wuxi,2013,0.012,0.677,1020.6,80701800,0.066,0.049,0.171,12,60581.57,0.0068
Nanjing,2013,0.015,0.509,976.3,80117800,0.113,0.047,0.148,53,66382.52,0.0035
Suihua,2013,0.033,0.33,159.5,11838630,0.119,0.003,0.172,1,30313.34,-0.0056
Heihe,2013,0.016,0.123,25.14,3896462,0.064,0.009,0.142,1,33280.79,-0.0053
Mudanjiang,2013,0.027,0.313,67.43,12160742,0.24,0.011,0.158,7,38285.51,0.0192
Jiamusi,2013,0.047,0.295,74.02,7921480,0.185,0.003,0.161,3,36018.76,-0.0029
Yichun,2013,0.064,0.2,37.61,2844921,0.094,0.006,0.105,1,24786.31,-0.0052
Shuangyashan,2013,0.041,0.486,64.54,5551063,-0.018,0.006,0.172,1,40293.18,-0.0034
Hegang,2013,0.047,0.43,73.56,3200142,-0.107,0.012,0.17,5,39937.93,-0.0057
Jixi,2013,0.094,0.511,82.82,5709117,-0.02,0.005,0.195,1,38523.32,-0.0151
Qiqihar,2013,0.045,0.287,131.15,12303980,0.046,0.009,0.176,6,37957.28,-0.0052
Harbin,2013,0.032,0.37,187.53,50170491,0.103,0.017,0.157,50,47210.34,-0.0102
Baicheng,2013,0.042,0.224,77.34,6923486,0.125,0.005,0.165,3,29047.03,-0.0077
Baishan,2013,0.025,0.428,72.71,6736447,0.048,0.009,0.164,1,35601.16,-0.007
Dandong,2013,0.029,0.45,156.74,11072964,0.091,0.01,0.123,3,32182.95,-0.0008
Jinzhou,2013,0.021,0.445,304.47,13449310,0.082,0.011,0.111,9,39751.75,-0.0032
Yingkou,2013,0.015,0.501,443.55,15131145,0.096,0.015,0.12,3,39621.93,-0.0009
Fuxin,2013,0.039,0.533,184.54,6151240,0.099,0.007,0.114,2,40051.2,0.0006
Liaoyang,2013,0.032,0.498,380.13,10799909,0.08,0.013,0.139,2,43042.54,-0.0011
Panjin,2013,0.027,0.418,317.22,13510562,0.085,0.011,0.098,2,37758.37,-0.0036
Fushun,2013,0.039,0.57,193.36,13404459,0.084,0.012,0.078,5,42523.97,-0.0009
Tieling,2013,0.028,0.492,232.49,10312722,0.057,0.016,0.131,4,39760.18,-0.0002
Huludao,2013,0.033,0.55,268.78,7751057,0.078,0.013,0.153,1,39720.9,-0.0015
Changchun,2013,0.033,0.501,365.3,50031808,0.123,0.013,0.152,37,52352.11,-0.0031
Jilin,2013,0.033,0.475,157.73,26174061,0.077,0.014,0.16,8,42082.67,-0.0051
Siping,2013,0.025,0.288,233.24,12103434,0.078,0.004,0.191,4,34888.24,0.0005
Liaoyuan,2013,0.029,0.589,237.2,7003010,0.157,0.006,0.173,2,36538.39,0.0006
Tonghua,2013,0.015,0.571,142.43,10034500,0.139,0.036,0.145,1,36080.22,-0.0015
Chaoyang,2013,0.018,0.43,172.36,10028603,0.089,0.007,0.143,1,39093.66,0.0047
Dezhou,2013,0.014,0.463,558.91,24605900,0.103,0.02,0.226,4,38799.82,-0.0127
Zhenjiang,2013,0.013,0.597,706.39,29272800,0.113,0.037,0.174,6,54751.11,-0.001
Binzhou,2013,0.015,0.654,395.07,21557271,0.085,0.017,0.205,3,45110.02,-0.001
Kunming,2013,0.012,0.446,260.23,34153115,0.134,0.021,0.162,41,51060.84,0.0012
Tongren,2013,0.032,0.169,238.41,5352236,0.206,0.003,0.211,3,47956.37,-0.0024
Bijie,2013,0.02,0.242,324.2,10419300,0.187,0.004,0.23,2,46248.07,-0.0101
Anshun,2013,0.02,0.376,308.21,4291600,0.217,0.007,0.192,2,45936.28,0.0053
Zunyi,2013,0.037,0.356,253.06,15846700,0.179,0.009,0.209,6,50550.51,-0.0004
Ziyang,2013,0.044,0.553,637.31,10923616,0.109,0.012,0.204,1,39702.52,-0.0049
Ya'an,2013,0.034,0.316,104.33,4179698,0.05,0.005,0.059,2,40099.58,-0.0017
Dazhou,2013,0.026,0.466,414.52,12454149,0.097,0.005,0.218,2,39497.09,-0.0028
Guang'an,2013,0.023,0.261,741.84,8351436,0.11,0.004,0.219,1,46898.22,-0.0025
Yibin,2013,0.027,0.527,414.77,13428937,0.081,0.012,0.198,2,45278.95,0.0046
Meishan,2013,0.026,0.473,493.25,8600424,0.109,0.004,0.177,2,43675.79,-0.0011
Nanchong,2013,0.038,0.46,608.28,13285528,0.126,0.004,0.207,4,41626.32,-0.0007
Leshan,2013,0.046,0.522,279.81,11347900,0.094,0.008,0.174,3,43476.72,-0.0008
Neijiang,2013,0.032,0.559,792.65,10693429,0.093,0.006,0.259,2,40244.42,-0.0056
Suining,2013,0.12,0.53,712.45,7366143,0.079,0.006,0.182,1,40168.82,-0.004
Guangyuan,2013,0.049,0.264,190.19,5187500,0.107,0.007,0.192,2,44549.72,-0.0046
Yulin,2013,0.029,0.417,546.54,11984584,0.088,0.01,0.251,1,37378.41,0.0053
Baise,2013,0.041,0.31,113.71,8038711,0.064,0.011,0.204,4,38221.66,-0.0109
Hezhou,2013,0.019,0.229,198.72,4238481,0.075,0.011,0.206,1,39243.5,-0.0111
Hechi,2013,0.028,0.286,123.59,5286188,0.073,0.009,0.216,2,37469.92,0.0025
Chongzuo,2013,0.016,0.262,142.24,5846288,0.102,0.01,0.208,5,34972.05,-0.0058
Qujing,2013,0.009,0.574,222.07,15839411,0.131,0.009,0.253,3,39568.41,0.0071
Sanya,2013,0.016,0.101,300.63,3734888,0.129,0.032,0.157,5,47715.63,0.0063
Chengdu,2013,0.018,0.382,979.14,91088904,0.119,0.018,0.154,53,58543.4,0.013
Zigong,2013,0.033,0.509,752.64,10016028,0.132,0.015,0.163,2,46480.01,-0.0011
Panzhihua,2013,0.031,0.708,151.33,8008832,0.082,0.013,0.207,2,52702,-0.0022
Luzhou,2013,0.025,0.562,415.51,11404815,0.107,0.01,0.216,5,43105.41,-0.0002
Deyang,2013,0.03,0.598,663.35,13959445,0.09,0.013,0.15,5,50664.9,-0.0009
Mianyang,2013,0.036,0.491,270.34,14551243,0.081,0.019,0.15,10,48420.26,0.0008
Chongqing,2013,0.008,0.44,407.7,126566900,0.109,0.013,0.143,63,51014.33,0.0014
Yuxi,2013,0.01,0.503,140.48,11024677,0.102,0.01,0.152,2,43455.3,0.0011
Baoshan,2013,0.027,0.441,130.83,4497419,0.153,0.006,0.199,2,38952.33,0
Zhaotong,2013,0.038,0.297,261.38,6347027,0.142,0.005,0.224,1,40861.66,0.0018
Wuwei,2013,0.016,0.431,56.72,3811838,0.116,0.003,0.163,2,34717.4,-0.0068
Zhangye,2013,0.02,0.334,31.33,3359718,0.151,0.006,0.167,2,36090.6,-0.0154
Pingliang,2013,0.029,0.399,207.56,3410775,0.051,0.005,0.265,1,49159.16,0.0005
Jiuquan,2013,0.025,0.461,5.71,6419382,0.117,0.01,0.171,1,43862.52,-0.0002
Qingyang,2013,0.054,0.367,97.39,6053667,0.144,0.009,0.199,1,43942.19,-0.0063
Dingxi,2013,0.017,0.355,147.62,2522182,0.13,0.005,0.167,1,36968.05,-0.0007
Longnan,2013,0.024,0.247,101.57,2495000,0.104,0.003,0.169,1,37448.3,-0.0078
Shizuishan,2013,0.039,0.47,144.18,4464393,0.089,0.009,0.131,1,45507.55,-0.0047
Wuzhong,2013,0.036,0.4,85.77,3519276,0.117,0.005,0.137,1,42213.32,-0.0115
Urumqi,2013,0.028,0.345,190.69,22028545,0.099,0.019,0.167,20,56463.24,0.0077
Liaocheng,2013,0.027,0.459,665.09,23658700,0.102,0.014,0.206,3,37701.27,-0.0087
Guigang,2013,0.017,0.279,507.6,7420091,0.093,0.007,0.285,1,37272.73,-0.0068
Baiyin,2013,0.023,0.503,83.66,4633061,0.068,0.006,0.187,1,44207.59,-0.0014
Lijiang,2013,0.033,0.265,56.6,2488114,0.172,0.008,0.173,2,42196.43,0.0043
Lincang,2013,0.03,0.36,100.09,4160951,0.179,0.003,0.181,1,39335.68,-0.0007
Xi'an,2013,0.032,0.42,799.18,48841300,0.119,0.011,0.156,63,54377.83,0.0003
Tongchuan,2013,0.04,0.51,217.32,3219750,0.178,0.005,0.204,1,45961.31,-0.0181
Baoji,2013,0.016,0.533,212.86,15459100,0.125,0.009,0.245,2,45125.6,-0.0085
Jinchang,2013,0.024,0.738,52.68,2520357,0.036,0.006,0.143,1,49386.34,-0.0026
Xianyang,2013,0.026,0.521,523.31,18603870,0.182,0.005,0.231,13,41462.85,-0.0175
Hanzhong,2013,0.024,0.395,141.56,8817300,0.169,0.006,0.212,3,43712.64,-0.0083
Ankang,2013,0.026,0.263,130.98,6045520,0.217,0.003,0.26,2,42757.25,-0.0101
Shangluo,2013,0.023,0.416,129.92,5108800,0.207,0.005,0.264,2,33278.73,-0.0041
Lanzhou,2013,0.011,0.466,281.65,17762823,0.136,0.013,0.177,25,49345.02,0.0099
Qinzhou,2013,0.022,0.413,326.25,7537500,0.09,0.01,0.242,2,37280.37,0.0093
Zhuzhou,2013,0.018,0.565,354.8,19494317,0.107,0.015,0.144,10,46321.68,-0.0161
Changsha,2013,0.028,0.473,560.94,71531346,0.118,0.029,0.169,50,56383.16,0.0036
Suizhou,2013,0.008,0.474,267.32,6619400,0.121,0.014,0.148,1,32791.98,-0.0163
Huanggang,2013,0.049,0.456,429.71,13325500,0.117,0.016,0.201,4,30263.27,-0.0174
Jingzhou,2013,0.049,0.465,468.83,13349300,0.116,0.012,0.144,8,36027.26,-0.0039
Xiaogan,2013,0.022,0.599,591.95,12389300,0.121,0.012,0.17,2,31601.95,-0.0109
Jingmen,2013,0.023,0.571,242.49,12026100,0.108,0.014,0.137,1,31019.43,-0.0042
Ezhou,2013,0.029,0.651,687.91,6309400,0.126,0.015,0.149,1,29627.55,-0.0039
Xiangyang,2013,0.028,0.575,301.65,28140200,0.125,0.013,0.156,5,28493.66,0.0016
Yichang,2013,0.01,0.565,189.76,28180700,0.123,0.017,0.136,5,33030.21,-0.004
Shiyan,2013,0.024,0.521,146.41,10805900,0.131,0.014,0.128,7,34926.12,-0.008
Wuhan,2013,0.022,0.515,967.8,90512700,0.131,0.028,0.122,80,53745,0.0006
Zhumadian,2013,0.011,0.495,594.05,15420210,0.123,0.011,0.229,2,32336.66,0.0154
Shangqiu,2013,0.032,0.455,880.61,15382197,0.101,0.006,0.252,6,36656.06,0.0053
Nanyang,2013,0.027,0.474,441.72,24992201,0.068,0.014,0.221,6,36097.67,0.0038
Fangchenggang,2013,0.017,0.338,149.13,5251470,0.183,0.01,0.117,1,41407.6,-0.0065
Heze,2013,0.027,0.349,782.3,20500100,0.147,0.011,0.216,4,35693.4,-0.006
Zhengzhou,2013,0.02,0.585,1234.35,62019000,0.118,0.021,0.163,56,44941.19,0.0064
Kaifeng,2013,0.028,0.546,858.3,13635447,0.13,0.011,0.196,5,35320.24,-0.0027
Luoyang,2013,0.029,0.503,454.38,31407596,0.054,0.02,0.201,7,40469.93,-0.0025
Xiangtan,2013,0.042,0.635,578.79,14430649,0.125,0.017,0.148,10,43070.52,0.0015
Anyang,2013,0.033,0.626,818.82,16836494,0.075,0.019,0.23,6,34612.98,0.0036
Xinxiang,2013,0.028,0.643,730.82,17660960,0.09,0.014,0.226,10,33539.73,-0.0001
Jiaozuo,2013,0.03,0.571,903.44,17073608,0.101,0.021,0.208,6,34315.87,-0.0033
Puyang,2013,0.022,0.649,1008.92,11304789,0.142,0.013,0.234,1,37586.1,0.0031
Xuchang,2013,0.051,0.601,998.86,18775574,0.094,0.014,0.235,4,36021.53,-0.0074
Sanmenxia,2013,0.018,0.526,216.07,11920868,0.058,0.017,0.214,1,42934.57,0.0007
Hebi,2013,0.014,0.693,760.45,6221183,0.14,0.01,0.227,2,37580.6,-0.0064
Hengyang,2013,0.041,0.487,513.57,21694404,0.108,0.005,0.16,9,36359.98,0.0019
Huangshi,2013,0.025,0.64,572.27,11420300,0.097,0.012,0.143,3,33550.61,0.0067
Yueyang,2013,0.03,0.45,376.89,24355050,0.107,0.012,0.173,5,38362.67,-0.0049
Huizhou,2013,0.009,0.694,302.72,26783541,0.131,0.017,0.222,3,47125.87,0.0027
Meizhou,2013,0.03,0.395,330.89,8000148,0.072,0.006,0.24,1,39876.7,0.0022
Shanwei,2013,0.027,0.61,724.65,6717548,0.101,0.008,0.264,1,39372.05,0.0036
Heyuan,2013,0.029,0.498,230.58,6803296,0.106,0.008,0.204,1,41094.74,0.0013
Qingyuan,2013,0.017,0.508,215.27,10930403,0.066,0.011,0.239,1,47171.1,-0.001
Dongguan,2013,0.002,0.833,768.01,54900207,0.096,0.038,0.256,6,42870.25,0.0073
Zhaoqing,2013,0.018,0.54,288.64,16600720,0.135,0.017,0.242,5,44656.52,0.0001
Zhongshan,2013,0.005,0.79,863.73,26389329,0.081,0.045,0.279,5,48449.69,0.007
Jieyang,2013,0.015,0.552,1296.39,16053517,0.149,0.004,0.285,2,41930.81,0.0012
Yunfu,2013,0.012,0.498,372.95,6022990,0.114,0.017,0.242,1,40078.88,0.0021
Nanning,2013,0.021,0.397,325.67,28035444,0.12,0.015,0.168,31,49554.97,-0.0002
Liuzhou,2013,0.024,0.561,200.22,20100543,0.104,0.017,0.175,6,46705.95,0.0055
Shaoyang,2013,0.02,0.382,388.05,11300386,0.099,0.003,0.184,3,35960.09,0.004
Guilin,2013,0.027,0.387,187.35,16579048,0.116,0.015,0.174,9,41771.12,-0.0021
Chaozhou,2013,0.02,0.59,849.21,7803423,0.104,0.007,0.261,1,38080.71,0.0004
Maoming,2013,0.034,0.431,663.13,21601686,0.116,0.005,0.271,2,42888.3,0.0012
Yangjiang,2013,0.026,0.511,358.38,10398362,0.172,0.011,0.218,1,40128.96,-0.0001
Jiangmen,2013,0.02,0.631,413.47,20001764,0.064,0.025,0.237,3,42848.98,-0.0025
Changde,2013,0.028,0.452,334.07,22649358,0.111,0.006,0.16,5,38198.39,-0.0023
Zhanjiang,2013,0.025,0.384,606.46,20600069,0.107,0.005,0.261,3,40534.16,0.0127
Yiyang,2013,0.044,0.426,389.64,11231297,0.101,0.009,0.176,4,37836.37,-0.0002
Chenzhou,2013,0.036,0.432,264.74,16855232,0.111,0.013,0.2,2,40794.99,0.0133
Yongzhou,2013,0.04,0.346,279.7,11754466,0.109,0.006,0.201,3,37116.02,0.0072
Huaihua,2013,0.035,0.274,186.78,11176674,0.117,0.005,0.193,3,36802.18,0.0159
Loudi,2013,0.047,0.499,540.36,11181729,0.115,0.008,0.192,4,39422.56,0.0027
Zhangjiajie,2013,0.029,0.262,179.6,3656506,0.079,0.004,0.189,1,37955.76,-0.0019
Shaoguan,2013,0.015,0.553,178.15,10100737,0.114,0.015,0.209,2,44902.16,-0.0034
Guangzhou,2013,0.048,0.398,1119.6,154201434,0.138,0.039,0.183,80,73749.66,0.0052
Foshan,2013,0.007,0.757,1004.77,70101725,0.06,0.034,0.21,3,50355.33,0.0039
Shantou,2013,0.029,0.605,2616.23,15659049,0.099,0.014,0.273,1,42646.56,0.0049
Wuzhou,2013,0.038,0.419,267.09,9917096,0.191,0.014,0.213,2,32982.57,-0.0062
Zhuhai,2013,0.011,0.658,654.83,16623757,0.106,0.048,0.203,10,56240.09,0.0051
Hefei,2014,0.036,0.606,622.81,51805600,0.1,0.042,0.156,50,59648.42,-0.0012
Lu'an,2014,0.029,0.286,391.6,10958100,0.079,0.01,0.193,5,42915.69,-0.0142
Suzhou,2014,0.02,0.447,646.26,11405288,0.097,0.009,0.182,3,39008.06,-0.0028
Chuzhou,2014,0.013,0.379,332.65,12144000,0.094,0.017,0.158,4,50795.4,-0.0095
Huangshan,2014,0.018,0.308,150.6,5071697,0.076,0.024,0.094,2,47770.94,-0.0042
Anqing,2014,0.034,0.39,403.12,15443170,0.093,0.021,0.194,5,44270.58,-0.0057
Tongling,2014,0.032,0.651,614.32,7163100,0.1,0.07,0.14,3,54336.55,-0.0044
Huaibei,2014,0.034,0.716,785.48,7596370,0.096,0.014,0.151,3,52683.96,-0.0046
Maanshan,2014,0.031,0.557,561.2,13331200,0.097,0.032,0.146,6,59096.14,0.0007
Huainan,2014,0.043,0.607,941.76,7893187,-0.004,0.016,0.136,5,61775.37,-0.002
Bengbu,2014,0.035,0.474,623.59,11511949,0.101,0.037,0.17,5,45369.46,-0.0001
Wuhu,2014,0.036,0.553,638.08,23095488,0.107,0.099,0.147,8,54522.23,-0.0049
Lishui,2014,0.016,0.251,153.57,10517517,0.07,0.021,0.194,3,66100.99,-0.0032
Huai'an,2014,0.015,0.664,558.57,24553900,0.109,0.025,0.164,6,51302.82,-0.0015
Zhoushan,2014,0.011,0.396,670.03,10152567,0.102,0.024,0.131,4,68967.25,-0.0001
Quzhou,2014,0.022,0.447,289.06,11150977,0.072,0.031,0.183,2,65076.13,-0.002
Jinhua,2014,0.01,0.679,434.17,32082030,0.083,0.038,0.232,9,55806.04,0.0005
Shaoxing,2014,0.016,0.816,535.14,42658839,0.075,0.053,0.225,9,54764.22,-0.0002
Huzhou,2014,0.015,0.657,453.23,19559985,0.084,0.031,0.207,3,56445.78,-0.0008
Jiaxing,2014,0.018,0.655,889.25,33526045,0.075,0.042,0.226,6,60309.6,0.0031
Wenzhou,2014,0.008,0.587,674.42,43030460,0.072,0.023,0.256,8,59900.68,-0.0101
Ningbo,2014,0.018,0.644,594.72,76102816,0.076,0.043,0.16,14,70227.63,0.0029
Hangzhou,2014,0.008,0.545,431.28,92061633,0.082,0.055,0.19,38,70823.44,0.0066
Taizhou,2014,0.008,0.775,878.71,33708900,0.108,0.021,0.16,3,53399.32,-0.0021
Zhenjiang,2014,0.012,0.627,708.52,32524400,0.109,0.038,0.176,5,58640.3,-0.0031
Yangzhou,2014,0.012,0.762,699.95,36979100,0.11,0.031,0.178,6,57141.24,-0.0022
Yancheng,2014,0.011,0.627,489.36,38356200,0.109,0.039,0.172,5,48140.8,-0.005
Bozhou,2014,0.01,0.322,744.45,8836299,0.078,0.006,0.161,2,42191.4,-0.0114
Taizhou,2014,0.011,0.71,634.47,33873783,0.075,0.026,0.226,4,54839.03,-0.0052
Chizhou,2014,0.026,0.379,194.2,5171690,0.092,0.012,0.129,3,46178.51,0.0008
Linyi,2014,0.011,0.518,647.56,35698000,0.101,0.01,0.236,3,49310.79,-0.0032
Fuzhou,2014,0.013,0.595,516.56,51691647,0.101,0.016,0.21,32,58838.06,-0.0056
Shangrao,2014,0.016,0.454,339.21,15502360,0.099,0.011,0.226,3,43560.25,-0.0069
Jinan,2014,0.011,0.471,777.21,57705966,0.088,0.017,0.163,71,62322.6,0.0015
Qingdao,2014,0.017,0.558,691.93,86921000,0.08,0.025,0.174,22,62096.82,0.0032
Zibo,2014,0.021,0.687,717.55,40297668,0.074,0.024,0.218,8,51143.39,-0.0005
Zaozhuang,2014,0.02,0.604,879.34,19801306,0.09,0.009,0.186,3,47189.31,0.009
Dongying,2014,0.014,0.643,229.39,34304900,0.1,0.022,0.192,4,60773.71,0.0007
Yantai,2014,0.025,0.565,471.71,60020788,0.091,0.029,0.182,10,52809.71,0.0001
Jining,2014,0.023,0.591,760.42,38000607,0.096,0.017,0.222,7,50435.52,-0.0011
Tai'an,2014,0.015,0.623,724.45,30021852,0.094,0.014,0.186,8,48323.79,-0.0012
Weihai,2014,0.009,0.646,439.45,27903400,0.098,0.035,0.211,8,48727.98,0.0008
Rizhao,2014,0.023,0.562,548.46,16118700,0.1,0.012,0.21,2,49850.05,-0.0012
Laiwu,2014,0.018,0.651,569.1,6876000,0.088,0.028,0.229,3,48710.92,-0.0016
Lianyungang,2014,0.016,0.505,691.42,19658900,0.102,0.027,0.177,3,52614.12,-0.0034
Weifang,2014,0.028,0.519,550.28,47860000,0.091,0.025,0.265,14,51231.3,-0.0002
Xuancheng,2014,0.019,0.396,227.27,9176300,0.09,0.035,0.149,2,53633.62,-0.0031
Yichun,2014,0.03,0.525,319.06,15229911,0.1,0.017,0.2,4,41421.82,-0.0076
